Fecha,IdProducto,Pais,Canal,SegmentoCliente,Cantidad,PrecioUnitario,DescuentoPorc
2025-04-22,2,Peru,Tienda,Consumer,4,1165.78,0.1
2025-09-24,3,India,Online,Enterprise,10,211.58,0.1
2025-08-21,2,Mexico,Online,Consumer,17,1351.42,0.15
2025-04-25,2,Peru,Online,Enterprise,14,1268.55,0.15
2025-10-15,3,Alemania,Tienda,Consumer,4,234.17,0.0
2025-06-30,1,Chile,Online,SMB,5,880.55,0.0
2025-08-01,1,India,Online,Enterprise,16,1008.36,0.1
2025-11-24,1,Espana,Online,Consumer,18,957.82,0.15
2025-10-18,1,Peru,Online,SMB,13,974.45,0.0
2025-04-26,4,Peru,Tienda,Enterprise,6,763.01,0.0
2025-10-29,4,India,Online,Enterprise,6,507.6,0.2
2025-04-09,3,Japon,Tienda,Consumer,19,297.47,0.1
2025-02-20,1,Alemania,Tienda,SMB,20,976.4,0.03
2025-10-16,4,Espana,Tienda,SMB,17,698.25,0.0
2025-07-13,1,Estados Unidos,Tienda,Consumer,9,1065.02,0.03
2025-06-02,4,Espana,Tienda,Consumer,14,857.6,0.05
2025-07-27,3,Mexico,Online,SMB,13,232.38,0.15
2025-02-03,3,Alemania,Tienda,SMB,20,293.06,0.05
2025-10-23,2,Japon,Tienda,SMB,18,1201.15,0.1
2025-01-23,3,Mexico,Online,Enterprise,14,219.93,0.15
2025-04-18,1,Espana,Online,Enterprise,1,1023.81,0.05
2025-06-16,1,Japon,Tienda,SMB,14,992.98,0.0
2025-04-05,3,Japon,Tienda,SMB,14,273.48,0.03
2025-04-18,2,Estados Unidos,Online,Enterprise,5,1111.52,0.15
2025-06-14,4,Mexico,Online,SMB,19,728.32,0.15
2025-04-18,3,Japon,Tienda,Consumer,13,321.34,0.1
2025-12-03,2,Estados Unidos,Tienda,SMB,6,1037.9,0.03
2025-03-03,3,Espana,Tienda,SMB,6,329.05,0.03
2025-05-12,3,Espana,Tienda,Consumer,14,250.6,0.1
2025-10-31,2,Chile,Online,Consumer,4,1439.43,0.2
2025-12-22,1,Estados Unidos,Tienda,Consumer,7,869.21,0.1
2025-06-22,2,Mexico,Online,Consumer,12,1364.26,0.1
2025-04-30,3,India,Tienda,Consumer,3,379.68,0.05
2025-08-03,1,Japon,Online,Consumer,12,954.09,0.0
2025-08-30,4,Japon,Online,Enterprise,15,598.84,0.05
2025-08-09,1,Mexico,Tienda,Consumer,19,1081.46,0.05
2025-03-21,3,Espana,Tienda,Consumer,7,314.97,0.0
2025-05-24,2,Espana,Online,Consumer,6,1403.94,0.2
2025-10-01,2,Alemania,Online,Consumer,15,1030.97,0.05
2025-03-02,4,Peru,Online,Consumer,20,611.91,0.2
2025-11-22,2,Japon,Tienda,Consumer,15,1220.92,0.03
2025-05-27,1,Japon,Tienda,SMB,20,865.6,0.1
2025-11-21,3,Japon,Tienda,Consumer,2,277.94,0.0
2025-06-04,1,Alemania,Online,Enterprise,3,1041.81,0.2
2025-07-31,1,Chile,Online,Consumer,15,919.91,0.0
2025-05-08,3,Peru,Online,SMB,10,339.64,0.1
2025-06-14,3,Peru,Online,Consumer,14,303.44,0.15
2025-12-15,2,Estados Unidos,Tienda,Consumer,15,1483.46,0.03
2025-03-15,3,Mexico,Tienda,SMB,16,255.13,0.05
2025-03-23,2,Peru,Online,SMB,2,1368.52,0.2
2025-08-26,3,Espana,Tienda,SMB,8,277.2,0.1
2025-05-03,3,Chile,Online,SMB,3,352.53,0.15
2025-06-28,2,Alemania,Online,Consumer,10,1314.42,0.0
2025-05-03,4,Peru,Online,Consumer,20,570.6,0.05
2025-03-19,1,Espana,Online,SMB,16,1026.59,0.1
2025-07-21,4,Espana,Online,Consumer,12,775.44,0.0
2025-10-01,4,Peru,Online,Enterprise,8,697.55,0.2
2025-11-03,1,Mexico,Online,Enterprise,10,1032.46,0.15
2025-08-14,1,India,Tienda,SMB,19,1023.13,0.1
2025-01-22,2,Alemania,Tienda,SMB,12,1014.57,0.0
2025-07-30,2,Peru,Tienda,SMB,19,1127.51,0.1
2025-09-22,3,Espana,Online,Enterprise,14,336.54,0.15
2025-01-14,4,Alemania,Online,SMB,9,824.04,0.0
2025-04-07,2,Espana,Tienda,Consumer,14,1074.52,0.1
2025-11-15,2,Espana,Tienda,SMB,3,1324.18,0.0
2025-06-12,3,Peru,Online,Consumer,19,302.63,0.0
2025-03-12,2,Japon,Online,Consumer,13,1251.07,0.15
2025-10-09,2,Peru,Tienda,SMB,6,1117.56,0.05
2025-05-25,1,Alemania,Online,Consumer,4,892.19,0.15
2025-05-14,1,Alemania,Online,Consumer,8,869.05,0.05
2025-04-16,4,Estados Unidos,Online,Consumer,9,552.12,0.1
2025-04-20,2,India,Tienda,Consumer,2,1078.37,0.0
2025-01-12,3,India,Online,Enterprise,4,352.9,0.05
2025-12-26,1,Japon,Online,Consumer,3,877.82,0.2
2025-02-01,1,Japon,Tienda,Consumer,2,816.04,0.1
2025-10-13,1,India,Tienda,Consumer,17,869.81,0.0
2025-07-23,2,Estados Unidos,Online,SMB,7,1245.13,0.2
2025-09-16,4,Peru,Tienda,Consumer,18,535.21,0.03
2025-01-11,3,Mexico,Tienda,SMB,4,307.4,0.1
2025-06-15,4,Japon,Online,Consumer,15,503.61,0.2
2025-06-04,2,Mexico,Tienda,Consumer,11,1407.12,0.1
2025-10-19,4,Espana,Online,Consumer,2,776.89,0.05
2025-10-24,4,Mexico,Online,Consumer,16,865.09,0.1
2025-05-28,2,Estados Unidos,Tienda,Consumer,10,1417.49,0.0
2025-11-17,2,Estados Unidos,Online,Enterprise,16,1412.76,0.2
2025-07-26,2,Mexico,Tienda,SMB,4,1238.98,0.1
2025-11-21,1,Japon,Tienda,SMB,8,851.77,0.05
2025-06-19,1,Japon,Tienda,SMB,4,1074.03,0.03
2025-09-20,3,Mexico,Online,Consumer,14,200.86,0.15
2025-05-16,4,Alemania,Tienda,Consumer,18,769.72,0.05
2025-08-31,3,India,Online,Consumer,10,272.64,0.0
2025-05-03,1,Chile,Online,SMB,9,900.1,0.05
2025-08-09,3,Japon,Online,Consumer,7,332.17,0.05
2025-03-03,4,India,Online,Consumer,5,797.14,0.15
2025-10-05,3,Espana,Online,Consumer,5,242.2,0.0
2025-12-07,3,Japon,Online,SMB,3,201.74,0.2
2025-01-25,2,Chile,Online,SMB,7,1009.79,0.0
2025-03-18,4,India,Online,Consumer,12,889.16,0.15
2025-12-06,2,Alemania,Online,SMB,7,1100.91,0.2
2025-11-15,1,India,Tienda,Consumer,1,927.19,0.0
2025-06-27,1,Peru,Online,Consumer,17,879.5,0.15
2025-06-08,4,Chile,Tienda,Consumer,5,575.82,0.05
2025-07-21,3,Chile,Tienda,SMB,12,255.49,0.05
2025-06-26,1,India,Tienda,Consumer,17,1096.46,0.05
2025-04-17,2,Espana,Tienda,Enterprise,5,1342.91,0.05
2025-01-08,4,Mexico,Tienda,SMB,19,524.35,0.0
2025-07-08,4,Peru,Online,Consumer,6,594.12,0.15
2025-06-03,3,Alemania,Online,SMB,1,227.14,0.15
2025-06-26,3,India,Online,Consumer,2,281.65,0.15
2025-12-25,3,Mexico,Online,SMB,5,344.17,0.0
2025-09-22,3,Chile,Online,Consumer,4,273.82,0.0
2025-02-27,2,India,Tienda,Consumer,2,1428.37,0.0
2025-09-08,1,Chile,Tienda,Consumer,17,915.82,0.05
2025-11-27,3,Peru,Tienda,Enterprise,5,263.28,0.05
2025-07-20,2,Chile,Online,Consumer,3,1210.36,0.05
2025-10-23,1,Alemania,Tienda,Enterprise,7,1098.74,0.03
2025-06-30,4,Peru,Online,Consumer,11,555.63,0.0
2025-02-17,1,Japon,Tienda,Consumer,4,847.94,0.03
2025-02-25,3,Estados Unidos,Online,Consumer,18,267.01,0.05
2025-06-02,2,Mexico,Online,Enterprise,15,1091.22,0.05
2025-09-21,4,Alemania,Online,Enterprise,15,853.7,0.0
2025-02-13,2,Peru,Tienda,Consumer,6,1092.55,0.03
2025-11-26,4,Mexico,Tienda,Enterprise,20,792.32,0.03
2025-05-24,2,India,Online,Consumer,4,1303.16,0.0
2025-07-31,2,Mexico,Online,SMB,12,1420.42,0.15
2025-12-13,4,Mexico,Online,Consumer,10,670.37,0.15
2025-03-25,3,Chile,Online,SMB,1,206.69,0.2
2025-03-25,1,Mexico,Tienda,Consumer,2,962.63,0.03
2025-04-22,4,Espana,Tienda,Consumer,15,898.87,0.05
2025-02-20,1,Peru,Online,Enterprise,18,994.06,0.1
2025-09-10,2,Chile,Tienda,Consumer,10,1097.56,0.03
2025-05-14,2,Mexico,Online,Consumer,14,1474.56,0.05
2025-09-29,4,Espana,Online,Enterprise,10,896.09,0.15
2025-06-02,3,Japon,Online,Consumer,1,252.95,0.15
2025-08-07,3,Alemania,Tienda,Consumer,18,301.01,0.03
2025-08-27,1,Alemania,Tienda,Enterprise,18,1006.63,0.05
2025-05-25,4,Alemania,Tienda,Consumer,16,742.7,0.1
2025-03-04,3,Chile,Tienda,Consumer,17,279.6,0.03
2025-08-08,2,Mexico,Online,Consumer,14,1107.98,0.15
2025-05-12,2,Japon,Online,Consumer,3,1229.27,0.2
2025-12-23,1,Chile,Online,Consumer,15,1048.91,0.2
2025-04-09,1,Mexico,Tienda,Consumer,18,1013.93,0.1
2025-07-03,1,Espana,Online,Consumer,1,1067.38,0.05
2025-03-06,4,India,Tienda,SMB,7,668.71,0.1
2025-03-25,2,Espana,Tienda,Enterprise,12,1335.04,0.03
2025-02-26,3,Espana,Tienda,Consumer,12,345.8,0.1
2025-06-17,1,Japon,Online,Consumer,16,980.77,0.1
2025-07-05,3,Peru,Online,Enterprise,16,305.97,0.05
2025-02-11,4,India,Tienda,Enterprise,14,694.68,0.0
2025-11-09,3,Alemania,Tienda,SMB,11,206.45,0.05
2025-07-16,2,Estados Unidos,Online,Consumer,5,1470.98,0.15
2025-07-08,4,Japon,Online,Consumer,17,897.0,0.1
2025-10-15,3,Espana,Online,Enterprise,1,293.18,0.0
2025-08-26,3,India,Tienda,Enterprise,8,389.18,0.0
2025-12-06,3,Mexico,Tienda,Consumer,10,338.46,0.1
2025-03-06,1,India,Online,Consumer,7,966.95,0.15
2025-07-02,3,India,Tienda,Consumer,17,237.73,0.0
2025-08-15,3,Chile,Online,Consumer,17,394.78,0.05
2025-03-15,4,Chile,Tienda,SMB,4,639.16,0.0
2025-06-28,4,Japon,Tienda,Enterprise,11,679.39,0.03
2025-02-27,3,Mexico,Online,Enterprise,20,200.55,0.2
2025-12-15,1,Chile,Tienda,SMB,8,958.33,0.03
2025-07-16,3,Japon,Tienda,SMB,3,394.94,0.0
2025-07-09,4,Mexico,Online,SMB,11,521.47,0.15
2025-03-20,3,Peru,Online,Consumer,17,232.96,0.05
2025-12-16,3,Mexico,Online,Enterprise,8,218.63,0.1
2025-12-29,1,Chile,Tienda,Consumer,3,1021.46,0.0
2025-04-04,4,Peru,Online,Enterprise,8,534.0,0.2
2025-09-11,2,Japon,Tienda,Consumer,6,1460.18,0.03
2025-10-25,3,Peru,Online,Enterprise,5,266.84,0.1
2025-08-29,2,Peru,Online,Consumer,16,1259.58,0.2
2025-04-03,4,Estados Unidos,Tienda,Consumer,19,508.68,0.0
2025-07-07,1,India,Online,SMB,15,943.71,0.2
2025-10-04,2,Mexico,Online,Consumer,6,1483.35,0.05
2025-03-13,1,India,Online,Enterprise,3,1023.3,0.1
2025-05-24,1,Alemania,Online,SMB,15,938.3,0.1
2025-01-05,3,Peru,Online,Consumer,8,317.47,0.1
2025-11-01,3,Espana,Online,SMB,3,278.37,0.0
2025-12-21,3,Japon,Tienda,Consumer,10,313.57,0.03
2025-02-05,3,Peru,Tienda,Enterprise,7,364.24,0.05
2025-10-18,1,Japon,Online,Consumer,13,1002.78,0.15
2025-07-29,3,Peru,Tienda,Consumer,12,350.45,0.0
2025-06-02,1,Japon,Tienda,SMB,14,946.52,0.05
2025-02-02,1,Espana,Online,Consumer,5,837.95,0.05
2025-08-13,1,Chile,Tienda,Consumer,15,939.47,0.03
2025-03-22,1,India,Online,Consumer,17,1057.15,0.05
2025-05-27,1,Mexico,Tienda,Consumer,11,882.06,0.05
2025-07-05,4,Estados Unidos,Tienda,Consumer,5,881.21,0.03
2025-01-08,2,Chile,Online,Consumer,7,1174.44,0.0
2025-01-20,4,Alemania,Tienda,SMB,19,694.47,0.05
2025-12-01,4,Peru,Tienda,SMB,15,679.67,0.05
2025-10-13,1,Alemania,Tienda,SMB,19,1004.08,0.05
2025-05-22,3,Peru,Tienda,Consumer,3,293.0,0.05
2025-10-13,1,Chile,Online,Enterprise,7,855.83,0.15
2025-10-26,1,Japon,Tienda,Consumer,12,1004.65,0.0
2025-07-23,1,Estados Unidos,Online,SMB,7,991.06,0.0
2025-11-20,3,Espana,Online,Consumer,6,387.27,0.1
2025-02-26,3,Chile,Online,Enterprise,18,315.91,0.2
2025-09-03,2,Mexico,Tienda,Consumer,20,1268.22,0.03
2025-09-21,2,Japon,Online,Enterprise,6,1349.06,0.15
2025-05-13,3,Estados Unidos,Online,SMB,16,391.23,0.05
2025-05-13,1,Japon,Tienda,Consumer,19,832.46,0.05
2025-04-06,1,Chile,Tienda,Consumer,4,840.26,0.1
2025-12-08,2,India,Tienda,Enterprise,13,1284.1,0.0
2025-02-26,2,Estados Unidos,Tienda,Consumer,18,1301.62,0.05
2025-05-26,2,Mexico,Tienda,Enterprise,5,1345.16,0.0
2025-12-03,3,India,Tienda,Consumer,7,350.02,0.03
2025-02-25,2,Alemania,Tienda,Consumer,11,1249.08,0.1
2025-10-07,2,Mexico,Tienda,Consumer,20,1394.22,0.05
2025-09-20,3,Espana,Online,Consumer,2,262.59,0.1
2025-03-20,3,India,Online,Consumer,6,360.77,0.05
2025-09-23,3,Japon,Online,SMB,6,357.84,0.2
2025-10-05,3,Estados Unidos,Tienda,SMB,10,279.46,0.0
2025-02-13,4,Mexico,Online,Consumer,9,661.21,0.0
2025-05-05,3,Japon,Online,Consumer,15,294.27,0.15
2025-11-10,4,Japon,Tienda,Enterprise,12,523.94,0.1
2025-08-02,3,Peru,Tienda,Consumer,11,259.27,0.0
2025-01-23,3,Chile,Online,SMB,15,228.62,0.1
2025-08-25,3,Espana,Online,SMB,13,341.0,0.05
2025-01-03,1,Estados Unidos,Online,SMB,19,1009.3,0.15
2025-12-03,2,India,Tienda,Consumer,4,1256.01,0.05
2025-06-21,1,Chile,Online,Enterprise,15,843.65,0.2
2025-02-05,3,Alemania,Tienda,Consumer,10,296.66,0.1
2025-09-05,2,Mexico,Tienda,Consumer,5,1105.42,0.0
2025-05-04,1,Peru,Tienda,SMB,10,1050.89,0.0
2025-05-16,2,Mexico,Tienda,Consumer,1,1335.25,0.0
2025-03-29,2,Japon,Tienda,Consumer,18,1062.44,0.0
2025-03-01,2,Chile,Online,Enterprise,11,1388.7,0.05
2025-07-11,1,Estados Unidos,Tienda,Enterprise,2,1085.95,0.03
2025-08-03,3,Peru,Tienda,SMB,4,248.22,0.03
2025-12-08,3,Peru,Online,Enterprise,9,311.06,0.05
2025-10-16,2,Japon,Tienda,Consumer,8,1008.74,0.03
2025-08-23,2,Japon,Tienda,Enterprise,13,1115.4,0.03
2025-07-30,3,Japon,Tienda,Consumer,4,294.17,0.03
2025-07-17,1,Chile,Online,Consumer,5,1029.49,0.2
2025-01-10,3,Peru,Online,SMB,10,375.95,0.2
2025-07-07,2,Japon,Tienda,Consumer,6,1081.33,0.0
2025-09-21,4,Estados Unidos,Online,Consumer,11,603.94,0.2
2025-08-15,3,Estados Unidos,Tienda,Consumer,3,378.86,0.05
2025-12-21,1,Chile,Online,Consumer,3,847.7,0.15
2025-05-28,3,Peru,Online,Consumer,10,337.34,0.0
2025-08-21,3,India,Tienda,Consumer,5,307.45,0.05
2025-03-15,4,India,Tienda,Enterprise,18,641.27,0.0
2025-04-12,3,Alemania,Tienda,Enterprise,16,302.43,0.1
2025-08-13,4,Chile,Online,SMB,1,717.39,0.05
2025-04-19,3,India,Tienda,Consumer,4,278.76,0.03
2025-08-18,2,Espana,Tienda,SMB,7,1386.62,0.03
2025-11-05,4,Espana,Online,Enterprise,2,814.45,0.2
2025-07-10,3,Peru,Online,Enterprise,5,268.22,0.05
2025-09-08,3,Alemania,Tienda,SMB,10,393.35,0.05
2025-08-02,3,Chile,Tienda,Consumer,6,393.67,0.03
2025-01-19,3,Estados Unidos,Online,SMB,5,207.18,0.1
2025-04-29,1,Alemania,Tienda,Consumer,9,913.89,0.1
2025-03-08,3,Japon,Tienda,SMB,2,355.47,0.05
2025-05-08,2,Chile,Online,SMB,9,1361.64,0.05
2025-02-16,4,Japon,Online,SMB,15,517.29,0.1
2025-08-30,4,Espana,Online,Consumer,20,899.94,0.1
2025-04-18,3,Alemania,Tienda,SMB,6,369.64,0.03
2025-06-20,2,Japon,Tienda,Consumer,12,1460.05,0.05
2025-11-11,3,Mexico,Tienda,Consumer,1,303.73,0.0
2025-02-07,4,Alemania,Online,SMB,10,888.07,0.2
2025-12-24,4,Mexico,Tienda,Consumer,20,512.4,0.1
2025-08-19,4,Alemania,Online,SMB,12,810.55,0.1
2025-08-14,3,Alemania,Tienda,Enterprise,16,286.27,0.03
2025-04-27,1,Estados Unidos,Online,Consumer,3,1088.62,0.0
2025-05-28,2,India,Online,Consumer,11,1353.06,0.2
2025-03-21,3,Estados Unidos,Tienda,Consumer,20,364.98,0.1
2025-05-06,4,Japon,Tienda,Consumer,7,647.25,0.05
2025-10-28,2,Mexico,Online,SMB,5,1215.91,0.1
2025-06-13,2,India,Tienda,Consumer,13,1329.33,0.03
2025-01-07,1,Estados Unidos,Tienda,Consumer,9,950.18,0.0
2025-02-21,4,Espana,Online,SMB,9,660.57,0.05
2025-11-17,2,Espana,Tienda,SMB,3,1173.06,0.1
2025-11-10,4,Peru,Online,Consumer,1,502.97,0.15
2025-03-17,3,Espana,Tienda,Consumer,9,231.32,0.03
2025-08-29,3,Espana,Online,SMB,16,356.28,0.15
2025-08-27,1,Chile,Online,Consumer,19,1054.06,0.2
2025-08-15,3,Estados Unidos,Tienda,Consumer,18,224.56,0.03
2025-12-13,4,Peru,Tienda,SMB,16,545.14,0.0
2025-10-15,3,Chile,Online,SMB,11,305.68,0.0
2025-05-21,4,Chile,Online,Consumer,14,651.2,0.2
2025-07-27,1,Alemania,Online,Enterprise,12,959.07,0.1
2025-04-15,2,Alemania,Tienda,Consumer,6,1485.38,0.1
2025-07-24,4,Espana,Tienda,SMB,8,548.13,0.1
2025-01-04,1,India,Tienda,SMB,17,1092.22,0.0
2025-11-01,3,Estados Unidos,Tienda,Consumer,9,345.16,0.0
2025-08-18,4,Mexico,Tienda,SMB,4,886.94,0.05
2025-06-25,3,Mexico,Online,SMB,3,380.05,0.15
2025-02-09,3,Chile,Tienda,Enterprise,19,277.7,0.0
2025-04-29,1,India,Online,SMB,16,1011.22,0.05
2025-08-01,3,Espana,Online,Consumer,3,262.19,0.05
2025-05-31,2,Alemania,Online,Consumer,5,1353.31,0.1
2025-08-12,1,Japon,Online,Enterprise,1,946.8,0.05
2025-04-08,4,India,Online,Consumer,15,566.19,0.0
2025-07-25,4,Estados Unidos,Tienda,Consumer,20,567.37,0.03
2025-11-14,3,Japon,Tienda,Enterprise,13,371.57,0.0
2025-06-19,4,Chile,Online,SMB,12,562.29,0.05
2025-04-08,4,India,Online,SMB,14,552.93,0.15
2025-06-22,3,Alemania,Tienda,Consumer,18,330.09,0.05
2025-02-25,3,Japon,Online,Enterprise,2,230.82,0.15
2025-07-27,2,Espana,Online,SMB,2,1084.51,0.15
2025-01-29,4,Chile,Online,Consumer,7,573.76,0.15
2025-08-07,3,Mexico,Online,SMB,14,370.35,0.05
2025-06-04,1,Mexico,Tienda,Consumer,8,907.86,0.03
2025-02-28,1,India,Tienda,Consumer,12,911.47,0.03
2025-12-11,4,India,Online,Consumer,1,639.49,0.2
2025-01-16,4,Espana,Tienda,Consumer,16,884.7,0.03
2025-06-19,1,Peru,Tienda,SMB,13,883.02,0.03
2025-01-30,3,Chile,Tienda,SMB,12,370.47,0.03
2025-12-26,4,Estados Unidos,Online,SMB,5,879.79,0.1
2025-04-05,1,Mexico,Tienda,Consumer,4,992.55,0.03
2025-01-12,3,Alemania,Online,Enterprise,14,283.81,0.1
2025-07-02,1,Mexico,Online,SMB,11,1085.52,0.05
2025-03-05,1,Peru,Online,Consumer,8,853.88,0.05
2025-06-27,2,Japon,Tienda,Consumer,11,1410.56,0.1
2025-10-31,2,Japon,Online,Consumer,20,1223.63,0.05
2025-04-18,1,Mexico,Online,Consumer,9,990.87,0.1
2025-01-27,2,Estados Unidos,Tienda,Enterprise,16,1190.21,0.03
2025-06-02,2,Mexico,Online,Consumer,14,1199.33,0.05
2025-11-30,1,Espana,Tienda,Consumer,16,894.18,0.03
2025-06-25,2,India,Tienda,SMB,18,1263.44,0.05
2025-07-18,4,Mexico,Tienda,Consumer,5,677.29,0.03
2025-07-31,3,Espana,Online,Consumer,18,289.94,0.15
2025-07-01,2,India,Online,SMB,19,1464.84,0.05
2025-01-28,1,Alemania,Online,Enterprise,17,1036.19,0.2
2025-11-21,2,Espana,Tienda,Consumer,8,1312.32,0.05
2025-07-21,1,Alemania,Tienda,Consumer,8,851.23,0.05
2025-07-29,4,Chile,Tienda,Consumer,8,759.55,0.0
2025-09-27,2,Alemania,Tienda,Consumer,15,1088.62,0.05
2025-01-18,1,India,Online,Consumer,19,1023.3,0.15
2025-10-30,2,Mexico,Online,Enterprise,8,1129.89,0.2
2025-07-16,1,Chile,Online,SMB,1,1051.27,0.0
2025-02-10,2,Mexico,Online,Consumer,11,1041.93,0.1
2025-08-04,4,India,Tienda,Consumer,5,697.17,0.0
2025-04-17,4,India,Online,Consumer,8,706.95,0.05
2025-08-30,1,Mexico,Tienda,Consumer,11,1019.55,0.05
2025-10-31,1,Japon,Online,SMB,12,983.19,0.05
2025-03-19,3,Espana,Online,Consumer,11,346.25,0.15
2025-03-03,3,Estados Unidos,Tienda,Consumer,19,232.07,0.03
2025-03-16,3,Japon,Tienda,Consumer,20,366.98,0.0
2025-06-14,4,India,Online,Enterprise,18,562.33,0.0
2025-12-17,4,Espana,Online,SMB,4,589.42,0.15
2025-03-31,1,Espana,Online,Enterprise,8,936.09,0.1
2025-10-10,1,India,Tienda,Consumer,5,851.48,0.05
2025-05-21,4,Estados Unidos,Online,SMB,15,606.95,0.15
2025-01-20,1,India,Tienda,Enterprise,11,903.31,0.05
2025-08-22,1,Mexico,Tienda,SMB,2,965.88,0.1
2025-10-25,4,Estados Unidos,Online,Consumer,8,642.63,0.2
2025-10-05,4,Peru,Tienda,Enterprise,18,796.09,0.1
2025-06-02,3,Chile,Tienda,Consumer,15,305.2,0.03
2025-02-07,4,Alemania,Online,Consumer,2,819.43,0.1
2025-08-30,2,Japon,Online,Consumer,11,1030.65,0.05
2025-10-23,4,Peru,Online,Consumer,10,784.46,0.2
2025-02-06,3,Mexico,Tienda,Consumer,8,218.06,0.03
2025-04-11,4,India,Online,SMB,1,662.51,0.15
2025-09-22,1,Espana,Online,SMB,13,1027.31,0.2
2025-02-04,3,Japon,Tienda,Consumer,8,365.99,0.1
2025-09-30,4,Estados Unidos,Tienda,Consumer,10,639.36,0.03
2025-12-05,2,Chile,Tienda,Enterprise,3,1243.95,0.1
2025-09-05,4,Mexico,Online,Consumer,6,899.29,0.0
2025-08-13,4,Mexico,Online,Consumer,4,528.35,0.05
2025-11-21,2,India,Tienda,Consumer,15,1203.99,0.1
2025-04-05,3,Peru,Tienda,Enterprise,4,370.09,0.03
2025-05-26,1,India,Online,Consumer,11,801.06,0.2
2025-03-09,4,India,Online,Enterprise,3,629.34,0.1
2025-04-19,3,India,Online,Enterprise,19,332.91,0.0
2025-10-23,2,Japon,Online,Consumer,10,1404.58,0.15
2025-11-17,1,Alemania,Online,Consumer,18,903.33,0.15
2025-10-31,3,Alemania,Tienda,Consumer,20,389.14,0.05
2025-10-27,3,India,Online,SMB,15,298.11,0.1
2025-09-15,2,Mexico,Online,Consumer,7,1152.29,0.0
2025-07-16,1,Espana,Online,Enterprise,15,907.75,0.0
2025-11-08,1,Chile,Online,Enterprise,6,948.35,0.15
2025-11-21,2,Estados Unidos,Tienda,Consumer,15,1218.59,0.1
2025-09-16,3,India,Tienda,Consumer,5,309.57,0.03
2025-06-08,4,Espana,Online,Consumer,15,688.81,0.2
2025-09-04,1,Estados Unidos,Tienda,Consumer,9,916.25,0.05
2025-03-18,3,Alemania,Tienda,Enterprise,9,202.15,0.1
2025-01-23,3,Peru,Tienda,Consumer,9,394.55,0.1
2025-11-04,1,Espana,Online,Consumer,9,856.8,0.1
2025-10-15,1,Alemania,Online,Consumer,17,926.74,0.05
2025-06-10,1,Alemania,Online,SMB,20,894.42,0.15
2025-06-30,2,Mexico,Tienda,SMB,1,1386.17,0.03
2025-06-11,3,Chile,Tienda,Consumer,14,375.69,0.0
2025-03-30,2,Estados Unidos,Online,SMB,17,1089.48,0.15
2025-03-08,3,Chile,Tienda,Consumer,14,364.15,0.0
2025-08-23,4,Estados Unidos,Online,Consumer,4,547.38,0.2
2025-05-17,1,Mexico,Online,Consumer,3,915.88,0.05
2025-04-09,2,Espana,Tienda,Consumer,8,1165.1,0.0
2025-07-23,3,Espana,Online,SMB,10,282.83,0.15
2025-03-25,2,Alemania,Online,Consumer,13,1188.59,0.1
2025-06-07,1,India,Online,Enterprise,11,935.02,0.05
2025-10-09,1,Peru,Online,Consumer,1,1093.89,0.0
2025-11-23,3,Mexico,Tienda,SMB,16,386.67,0.03
2025-11-27,4,Estados Unidos,Tienda,Consumer,2,710.9,0.05
2025-02-20,2,Estados Unidos,Tienda,Consumer,17,1379.52,0.0
2025-10-23,4,Mexico,Tienda,Consumer,11,514.35,0.1
2025-05-08,1,Japon,Online,Consumer,6,961.88,0.0
2025-05-04,3,Estados Unidos,Online,Consumer,9,228.31,0.0
2025-03-25,4,Peru,Online,SMB,3,536.25,0.15
2025-10-14,1,Japon,Tienda,SMB,5,1001.75,0.1
2025-10-06,4,Estados Unidos,Tienda,Consumer,2,813.76,0.0
2025-07-20,4,Mexico,Online,SMB,10,880.42,0.05
2025-05-14,4,India,Online,Enterprise,15,644.3,0.05
2025-09-05,4,Peru,Tienda,Consumer,1,823.09,0.03
2025-03-11,2,Peru,Online,Enterprise,20,1191.02,0.15
2025-10-02,4,Chile,Tienda,Enterprise,9,865.98,0.0
2025-03-05,4,Peru,Online,Consumer,8,514.61,0.05
2025-02-18,1,Estados Unidos,Tienda,Consumer,3,955.41,0.03
2025-07-02,3,Alemania,Tienda,Consumer,6,332.34,0.03
2025-03-06,3,Peru,Tienda,SMB,4,257.22,0.0
2025-03-27,2,India,Tienda,SMB,18,1158.4,0.1
2025-04-18,4,Japon,Tienda,Consumer,14,764.69,0.1
2025-01-09,1,Japon,Online,SMB,12,872.24,0.15
2025-05-15,3,Mexico,Tienda,Consumer,19,272.88,0.03
2025-09-26,4,Espana,Online,Consumer,19,798.73,0.0
2025-05-15,3,Japon,Tienda,SMB,2,212.92,0.05
2025-07-29,2,Japon,Online,Consumer,8,1099.52,0.0
2025-11-15,3,Espana,Online,Consumer,13,231.55,0.0
2025-11-18,2,Alemania,Tienda,Consumer,5,1498.23,0.03
2025-03-05,2,Estados Unidos,Tienda,Enterprise,9,1225.01,0.0
2025-05-24,1,India,Online,Enterprise,7,833.15,0.15
2025-08-03,4,Mexico,Tienda,Consumer,11,813.53,0.05
2025-04-03,4,Espana,Tienda,Enterprise,17,695.16,0.0
2025-07-23,3,Chile,Online,SMB,10,385.64,0.15
2025-08-13,4,Peru,Online,Consumer,4,602.61,0.05
2025-12-09,2,Japon,Online,Consumer,1,1129.7,0.15
